
Что такое статистическая мощность теста?	Статистическая мощность — вероятность обнаружить реальный эффект, то есть отклонить ложную нулевую гипотезу. Высокая мощность (обычно ≥ 80 %) снижает риск ошибки второго рода. Мощность зависит от размера выборки, минимально обнаруживаемого эффекта, уровня значимости и вариабельности данныхhttps://www.statsig.com/perspectives/understanding-statistical-power-ab-testing#:~:text=So%2C%20what%20exactly%20is%20statistical,a%20genuine%20difference%20between%20variants. При планировании экспериментов проводят анализ мощности, чтобы определить необходимый размер выборки.
Какие факторы влияют на статистическую мощность?	Основные факторы: (1) размер выборки — увеличение n повышает мощность, (2) размер эффекта — чем больше реальный эффект, тем легче его обнаружить, (3) уровень значимости α — более высокий α повышает мощность, но увеличивает риск ошибки первого рода, (4) вариативность данных — меньшая дисперсия повышает мощность. Подбор баланса между этими факторами позволяет оптимально спланировать экспериментhttps://www.statsig.com/perspectives/understanding-statistical-power-ab-testing#:~:text=So%2C%20what%20exactly%20is%20statistical,a%20genuine%20difference%20between%20variantshttps://www.statsig.com/perspectives/understanding-statistical-power-ab-testing#:~:text=Factors%20influencing%20statistical%20power%20in,A%2FB%20testing.
Что такое размер эффекта (effect size)?	Размер эффекта измеряет величину различия между группами в стандартизированных единицах. Для сравнения средних часто используют d‑Коэна: разность средних, делённая на стандартное отклонение. Руководство Коэна: < 0,1 — тривиальный, 0,1–0,3 — небольшой, 0,3–0,5 — средний, > 0,5 — большой эффектhttps://meera.seas.umich.edu/power-analysis-statistical-significance-effect-size.html#:~:text=the%20procedure%20used%20to%20test,including%20the%20p%20value. Размер эффекта позволяет оценить практическую значимость и сравнивать результаты разных исследований.
Что такое доверительный интервал и как его интерпретировать?	Доверительный интервал — диапазон значений, в котором, по мнению исследователя, с определённой вероятностью находится истинный параметр совокупности. Например, 95 % доверительный интервал для среднего означает, что при повторении эксперимента 95 % таких интервалов будут включать истинное среднее. Он отражает как точность оценки, так и её неопределённость; широкий интервал означает большую неопределённость.
Чем отличается двусторонний тест от одностороннего?	Двусторонний тест проверяет наличие различия в любую сторону (больше или меньше), распределяя уровень значимости между двумя хвостами распределения. Односторонний тест проверяет отклонение только в одну сторону; он имеет большую мощность в заданном направлении, но игнорирует противоположное. Выбор зависит от гипотезы: если заранее известно направление эффекта, оправдан односторонний тест; в противном случае — двустороннийhttps://www.scribbr.com/statistics/t-test/#:~:text=One,test.
Что такое тестирование пропорций?	Тестирование пропорций сравнивает доли успеха в выборке с ожидаемым значением или между двумя группами. Для больших выборок используют z‑тест для пропорций: статистика z рассчитывается как (p₁ − p₂)/SE, где SE — стандартная ошибка разности пропорций. Предполагается, что выборка достаточно большая, чтобы использовать нормальное приближение. При маленьких выборках используют точный критерий Фишера.
Что такое коэффициент Фи и коэффициент Крамера?	Коэффициент Фи (φ) — мера связи между двумя бинарными переменными, вычисляется на основе χ² статистики, делённой на n. Он принимает значения от −1 до 1. Коэффициент Крамера (V) расширяет φ на таблицы произвольного размера и равен √(χ²/(n·(k − 1))), где k — меньшее число уровней. Оба коэффициента оценивают силу связи категориальных переменных.
Что такое байесовская статистика?	Байесовская статистика базируется на теореме Байеса: posterior ∝ likelihood × prior. Она рассматривает неизвестные параметры как случайные величины с распределением априорных вероятностей. Обновляя априорное распределение с помощью наблюдаемых данных (вероятности правдоподобия), получают апостериорное распределение, которое отражает информацию после наблюдения. Байесовский подход позволяет напрямую рассчитывать вероятность гипотез, учитывать предварительные знания и получать полные распределения параметров.
Что такое бутстрэппинг?	Бутстрэппинг — метод оценивания распределения статистики (среднего, медианы, разности) посредством многократного случайного выбора с возвращением из исходной выборки. Каждая бутстрэп‑выборка имеет тот же размер, что и исходная, но наблюдения могут повторяться. По многим бутстрэп‑выборкам рассчитывают распределение интересующей статистики, получают доверительные интервалы и оценки стандартной ошибки без предположения о распределении данных.
Что такое A/B‑тестирование?	A/B‑тестирование — метод экспериментального сравнения двух вариантов (A — контроль, B — изменение) путём случайного распределения пользователей между ними и измерения ключевых показателей. Цель — оценить причинный эффект изменений. Перед началом формулируют гипотезу, выбирают метрику и определяют размеры выборок. Эксперимент проводится до достижения заданного количества наблюдений, после чего выполняется статистический анализ (например, t‑тест для метрик)https://groundingpage.com/facts/ab-testing-method/#:~:text=Testable%20Hypothesis%20A%20falsifiable%20hypothesis,effect%20accounting%20for%20sampling%20uncertainty.
Как сформулировать гипотезы для A/B‑теста?	Нулевая гипотеза (H₀) утверждает, что нет различий между контрольным и тестовым вариантом (эффект равен нулю). Альтернативная гипотеза (H₁) предполагает наличие различий (эффект не равен нулю). Формулировка должна быть конкретной: например, «конверсия страницы B не отличается от страницы A» (H₀) против «конверсия страницы B выше, чем страницы A» (H₁).
Как рассчитывается минимальный размер выборки для A/B‑теста?	Необходимый размер выборки зависит от желаемой мощности, уровня значимости, предполагаемого базового уровня метрики и минимального обнаруживаемого эффекта (MDE). Для пропорций используется формула, основанная на нормальном приближении: n ≈ ( (Z_{1−α/2} √{2p(1−p)} + Z_{1−β} √{p₁(1−p₁) + p₂(1−p₂)} )/Δ )², где p — базовый уровень, Δ — минимальный интересующий эффект, Z — квантиль стандартного нормального распределения. Современные калькуляторы рассчитывают размер выборки, учитывая необходимые параметры. Важно проводить анализ мощности до эксперимента.
Что такое конверсия в A/B‑тестах?	Конверсия — доля пользователей, выполнивших целевое действие (покупка, регистрация). Это основная метрика эффективности: если из 1 000 посетителей 50 совершили покупку, конверсия составляет 5 %. В A/B‑тестировании сравнивают конверсии разных вариантов, чтобы определить, влияет ли изменение на поведение пользователей.
Какие метрики можно использовать в A/B‑тесте?	Метрики делятся на первичные и вторичные (guardrail). Первичная метрика отражает основную цель теста (например, конверсия, выручка). Guardrail‑метрики служат для контроля побочных эффектов и могут включать отказоустойчивость, время загрузки, уровень ошибок. Выбор метрик должен соответствовать бизнес‑целям и быть устойчивым к манипуляциям.
Что такое guardrail‑метрика?	Guardrail‑метрика — вторичная метрика, используемая в A/B‑тестах для контроля качества и безопасности. Она не является целью улучшения, но служит для обеспечения того, что эксперимент не ухудшает важные показатели (например, скорость загрузки страницы или ошибки). Если guardrail‑метрика выходит за допустимые пределы, тест прекращают, даже если основная метрика улучшилась.
Какие ошибки могут возникать в A/B‑тестировании?	"Основные ошибки: 
• Недостаточный размер выборки — приводит к низкой мощности и высокой вероятности ошибочных выводов.
• Нарушение случайного распределения или дисбаланс между группами.
• Ранний просмотр результатов (peeking), что увеличивает риск ложноположительного вывода.
• Наличие сезонности или внешних факторов, влияющих на результаты.
• Множественное тестирование нескольких гипотез без корректировки уровня значимости.
• Несоблюдение времени проживания пользователя (exposure) и некорректное измерение пользователей. Такие нарушения искажают выводы экспериментаhttps://groundingpage.com/facts/ab-testing-method/#:~:text=Insufficient%20Sample%20Size%20If%20the,variable%2C%20internal%20validity%20is%20compromised."
Что такое статистическая значимость и практическая значимость?	Статистическая значимость определяет, насколько маловероятно наблюдаемое различие при условии нулевой гипотезы (оценивается p‑значением). Практическая (или клиническая) значимость оценивает, насколько велик эффект с точки зрения бизнеса или здравого смысла. Даже небольшой, но статистически значимый эффект может не иметь практического смысла, если выгода не покрывает затраты на внедрение.
Почему важно корректировать множественные сравнения?	При проведении нескольких статистических тестов вероятность ошибки первого рода суммируется. Корректировки (например, поправка Бонферрони или метод Бенджамини–Хохберга) уменьшают риск ложноположительных результатов, распределяя общий уровень значимости между тестами. Без корректировки можно ошибочно считать истинными результаты, возникшие по случайности.
Что такое централизация и стандартизация переменных?	Централизация — вычитание среднего из каждой переменной, стандартизация — деление на стандартное отклонение, что приводит переменную к среднему 0 и стандартному отклонению 1. Эти методы упрощают интерпретацию коэффициентов и помогают при численной оптимизации, особенно в регуляризации. Также они уменьшают мультиколлинеарность между полиномиальными признаками.
Что такое нормализация данных?	Нормализация масштабирует значения переменной в заданный диапазон (обычно 0–1) путём вычитания минимума и деления на диапазон. Она полезна, когда алгоритмы чувствительны к масштабу (k‑ближайших соседей, градиентные методы). Нормализация отличается от стандартизации тем, что сохраняет распределение данных, но изменяет масштаб.
Что такое трансформация данных и когда её применять?	Трансформация (например, логарифмическая, квадратного корня, Box–Cox) применяется, чтобы приблизить распределение к нормальному, стабилизировать дисперсию и уменьшить влияние выбросов. Это помогает выполнить предположения для параметрических тестов или линейной регрессии. Выбор трансформации зависит от формы распределения: логарифм — для правой асимметрии, квадратичный корень — для счётных данных.
Что такое автокорреляция?	Автокорреляция — корреляция между значениями временного ряда на разных лагах. Наличие значительной автокорреляции указывает, что наблюдения не независимы. В регрессии остаточная автокорреляция нарушает предположение независимости ошибок и требует моделей, учитывающих структуру зависимости (ARIMA, регрессия с авторегрессионными ошибками).
Что такое стационарность временного ряда?	Ряд называется стационарным, если его статистические свойства (среднее, дисперсия) не изменяются во времени, а ковариация между значениями зависит только от лага, а не от времени наблюдения. Многие модели временных рядов (ARIMA) требуют стационарности; если ряд нестационарен, его дифференцируют или применяют преобразования.
Что такое парадокс Симпсона?	Парадокс Симпсона описывает ситуацию, когда тенденция, наблюдаемая в нескольких группах, исчезает или меняет направление при объединении данных. Причиной являются скрытые переменные (конфандеры), влияющие на исход. Парадокс подчеркивает важность учитывать структуру данных и анализировать подгруппы при выводах.
Что такое конфандер и как его контролировать?	Конфандер — переменная, влияющая и на предиктор, и на исход, искажающая оценку причинного эффекта. Чтобы контролировать конфандеры, используют рандомизацию (в экспериментах), стратификацию, регрессионное моделирование с включением конфандеров в модель или методы отбора (matching, propensity score).
Что такое ROC‑кривая и AUC?	ROC‑кривая (Receiver Operating Characteristic) отображает зависимость доли истинно положительных результатов (recall) от доли ложноположительных при варьировании порога классификации. AUC (Area Under Curve) — площадь под ROC‑кривой; она измеряет вероятность, что модель присвоит случайному положительному примеру более высокую вероятность, чем случайному отрицательному. Чем выше AUC, тем лучше способность модели различать классы.
Что такое precision, recall и F1‑score?	Precision (точность) — доля правильно предсказанных положительных экземпляров среди всех предсказанных положительных. Recall (полнота) — доля правильно обнаруженных положительных экземпляров среди всех фактических положительных. F1‑score — гармоническое среднее precision и recall, используемое для оценки моделей, когда важно балансировать ложноположительные и ложноотрицательные ошибки.
Что такое дисбаланс классов и как с ним бороться?	Дисбаланс классов возникает, когда количество наблюдений одного класса значительно превышает количество другого. Это приводит к тому, что стандартные метрики (например, точность) вводят в заблуждение. Методы борьбы: перенесённый баланс (oversampling меньшего класса или undersampling большего), генерация синтетических примеров (SMOTE), изменение порога решения, использование алгоритмов, учитывающих веса классов.
Что такое критерий Колмогорова–Смирнова?	Критерий Колмогорова–Смирнова сравнивает эмпирическую функцию распределения выборки с теоретической или две эмпирические функции. Он основан на максимальном отклонении между этими функциями. Тест используется для проверки нормальности или сравнения двух распределений; он непараметричен и не требует больших выборок, но чувствителен к выбросам.
Что такое критерий Манна–Уитни (U‑тест)?	Критерий Манна–Уитни — непараметрический аналог двухвыборочного t‑теста. Он сравнивает ранги значений в двух независимых выборках и проверяет, имеют ли они одинаковое распределение. Тест не требует нормальности и равенства дисперсий и использует порядок наблюдений вместо их реальных значений.
Что такое критерий Уилкоксона?	Критерий Уилкоксона (подписанный ранговый тест) — непараметрический аналог парного t‑теста. Он анализирует разности внутри пар, сортирует их по абсолютной величине, присваивает ранги и определяет, преобладают ли положительные или отрицательные разности. Тест не требует нормальности и полезен при анализе связанных выборок.
Что такое критерий Краскела–Уоллиса?	Критерий Краскела–Уоллиса — непараметрическая альтернатива однофакторному ANOVA. Он объединяет все наблюдения, присваивает им ранги и анализирует, различаются ли средние ранги между группами. Тест не требует нормальности и равенства дисперсий, но предполагает одинаковую форму распределения во всех группах.
Что такое VIF и как его интерпретировать?	VIF (variance inflation factor) измеряет, насколько дисперсия коэффициента регрессии увеличивается из‑за корреляции с другими предикторами. Он рассчитывается как 1/(1 − R²) для каждой переменной, где R² — коэффициент детерминации регрессии этой переменной на остальные. VIF < 5 считается приемлемым, 5–10 указывает на умеренную мультиколлинеарность, > 10 — сильнуюhttps://mbrenndoerfer.com/writing/multicollinearity-regression-detection-solutions-impact-python-guide#:~:text=Multicollinearity%3A%20Understanding%20Variable%20Relationships%20Link,Copied.
Что такое регрессия Пуассона и когда её использовать?	Регрессия Пуассона — это обобщённая линейная модель для счётных данных, которая предполагает, что число событий k имеет распределение Пуассона с параметром λ, а логарифм λ описывается линейной комбинацией предикторов: log(λ) = β₀ + β₁x₁ + … + βₖxₖ. Модель используется, когда наблюдаемые значения являются целыми неотрицательными числами и среднее примерно равно дисперсии. Если дисперсия превышает среднее (overdispersion), используют отрицательную биномиальную регрессию.
Что такое отрицательная биномиальная регрессия?	Отрицательная биномиальная регрессия расширяет регрессию Пуассона, позволяя дисперсии превышать среднее. Она применяется к счётным данным с overdispersion. Модель задаёт log(μ) = β₀ + β₁x₁ + …, а распределение откликов имеет параметр дисперсии α, отражающий степень сверхдисперсии.
Что такое длина доверительного интервала и от чего она зависит?	Длина (ширина) доверительного интервала зависит от уровня доверия (например, 95 %), стандартной ошибки оценки и размера выборки. Увеличение уровня доверия (99 % вместо 95 %) или дисперсии приводит к более широкому интервалу, а увеличение выборки уменьшает его ширину. Узкий интервал свидетельствует о точной оценке.
Что такое метод главных компонент (PCA)?	PCA — метод уменьшения размерности, который преобразует исходные коррелированные признаки в набор некоррелированных компонентов, ранжированных по доле объясняемой дисперсии. Первые компоненты захватывают большую часть вариации данных, что позволяет визуализировать и упрощать модели, уменьшив размерность при минимальной потере информации.
Что такое различие между критериями AIC и BIC?	AIC (Akaike Information Criterion) и BIC (Bayesian Information Criterion) — критерии выбора модели. Они измеряют качество модели, учитывая правдоподобие и наказание за число параметров. Формулы: AIC = 2k − 2ln(L), BIC = k ln(n) − 2ln(L), где k — число параметров, L — максимальное правдоподобие, n — число наблюдений. Меньшие значения указывают на лучшую модель; BIC сильнее штрафует за сложность, предпочитая более простые модели при больших n.
Что такое извлечение характеристик (feature engineering)?	Feature engineering — процесс создания новых информативных признаков из исходных данных для улучшения моделей. В статистике это может включать преобразования (логарифмы, квадраты), бининг (разбиение на категории), создание взаимодействий (произведения предикторов) и кодирование категориальных переменных (one‑hot). Умелое извлечение признаков повышает точность модели, снижает переобучение и облегчает интерпретацию.
Что такое кодирование one‑hot и почему оно используется?	One‑hot‑кодирование превращает категориальные переменные с k уровнями в k бинарных столбцов, где один столбец равен 1 и остальные 0. Это позволяет использовать категориальные признаки в линейных моделях, избегая ложного порядка между уровнями. Нужно избегать dummy trap: если включить все k столбцов с перехватом, возникает мультиколлинеарность, поэтому один столбец обычно исключают.
Что такое градиентный спуск?	Градиентный спуск — итеративный алгоритм оптимизации, который обновляет параметры модели в направлении отрицательного градиента функции потерь. Шаг обновления определяется скоростью обучения (learning rate). В статистике градиентный спуск используется для решения задач, где аналитическое решение сложное, например при регуляризации или больших наборах данных.
Какова связь между дисперсией и смещением в моделях?	Смещение отражает, насколько средняя оценка модели отклоняется от истинного значения, в то время как дисперсия — насколько сильно оценка меняется при изменении выборки. Модели с высокой сложностью имеют низкое смещение, но высокую дисперсию (переобучение); простые модели имеют высокое смещение, но низкую дисперсию (недообучение). Цель — найти баланс (компромисс смещения–дисперсии).
Что такое кривые обучения и как их использовать?	Кривые обучения — графики ошибок на обучающем и валидационном наборе в зависимости от размера обучающих данных. Они помогают определить, достаточно ли данных для улучшения модели: если обе кривые сходятся и находятся на высоком уровне ошибки, модель недообучена; если есть большой разрыв, возможно переобучение или недостаток данных.
Что такое метрическая шкала и ее типы?	Шкалы измерения включают номинальную (категории без порядка), порядковую (категории с порядком), интервальную (равные интервалы, отсутствует ноль), и шкалу отношений (равные интервалы, абсолютный ноль). Тип шкалы определяет, какие статистические операции корректны: например, вычисление среднего уместно для интервальной и шкалы отношений, но не для номинальной.
Что такое составление контингентной таблицы?	Контингентная таблица (перекрестная таблица) показывает частоты комбинаций двух категориальных переменных. Она помогает выявить зависимость между переменными, используется в хи‑квадрат‑тесте и рассчитывает доли, коэффициенты φ и Cramer’s V.
Почему важно проверять предположения модели?	Невыполнение предположений (нормальность, гомоскедастичность, линейность, независимость) может привести к смещённым оценкам, неправильным стандартным ошибкам и неверным выводам. Проверка предположений с помощью графиков (гистограмм остатка, Q–Q графиков) и тестов (Шапиро–Уилка, Бреуша–Пагана) позволяет выбрать подходящий метод или выполнить преобразование.
Что такое гомоскедастичность?	Гомоскедастичность означает, что дисперсия ошибок в модели регрессии постоянна на всём диапазоне предикторов. Это предположение обеспечивает корректные стандартные ошибки и доверительные интервалы. Нарушение (гетероскедастичность) может привести к недооценке или переоценке значимости коэффициентов.
Что такое перехват (intercept) в регрессионной модели?	Перехват — значение зависимой переменной, предсказываемое моделью, когда все независимые переменные равны нулю. Он представляет базовый уровень исхода. В некоторых случаях перехват имеет реальный смысл (например, базовый уровень продаж), в других — служит лишь математическим параметром.
Что такое матрица сопряжённости?	Матрица сопряжённости — это матрица ковариаций между множеством случайных величин. Диагональные элементы содержат дисперсии, а внедиагональные — ковариации. Матрица используется для оценки взаимосвязей между переменными и играет важную роль в многомерных статистических методах и портфельной теории.
Как интерпретировать коэффициент β в логистической регрессии?	В логистической регрессии экспонента коэффициента β_i (e^{β_i}) представляет собой отношение шансов (odds ratio): насколько раз изменяются шансы исхода при увеличении соответствующего признака на одну единицу, при прочих равных. Если коэффициент положителен, увеличение переменной повышает шансы положительного исхода; если отрицателен — уменьшает.
Что такое чувствительность и специфичность?	Чувствительность (sensitivity) — доля истинно положительных результатов среди всех фактических положительных случаев. Специфичность — доля истинно отрицательных результатов среди всех фактических отрицательных. Высокая чувствительность важна, когда важно обнаружить все положительные случаи (скрининг болезней), а высокая специфичность — когда важно не давать ложноположительных результатов.
Что такое доверительная вероятность и как она отличается от p‑значения?	Доверительная вероятность (confidence level) — вероятность, что доверительный интервал, построенный с использованием данного метода, содержит истинный параметр совокупности. p‑значение — вероятность получить наблюдаемую статистику при условии справедливости нулевой гипотезы. Доверительные интервалы предоставляют диапазон возможных значений параметра, а p‑значение измеряет силу доказательств против H₀.
Что такое метод наименьших квадратов?	Метод наименьших квадратов (OLS) — способ оценки коэффициентов линейной регрессии, минимизирующий сумму квадратов различий между наблюдаемыми значениями и предсказанными моделью. Он приводит к аналитическому решению (XᵀX)⁻¹Xᵀy, предполагая, что XᵀX обратима и выполняются предположения линейной регрессии.
Что такое бутстрэп‑агрегирование (bagging)?	Bagging (bootstrap aggregating) — ансамблевый метод, основанный на генерации нескольких бутстрэп‑выборок, обучении отдельной модели на каждой и усреднении (или голосовании) их предсказаний. Это уменьшает дисперсию модели и повышает устойчивость, особенно для нестабильных алгоритмов (решающие деревья).
Что такое метод бутстрэп в оценке доверительных интервалов?	Для построения бутстрэп‑доверительных интервалов множество бутстрэп‑выборок используется для оценки статистики, затем берут соответствующие квантили распределения этих оценок (percentile method) или применяют корректировки (bias‑corrected, accelerated). Такой подход не требует предположения о распределении и особенно полезен при сложных или неизвестных распределениях.
Что такое коэффициент ранговой корреляции Кендалла?	Коэффициент Кендалла τ — непараметрическая мера монотонной связи между двумя переменными, основанная на согласованности пар рангов. Он измеряет разницу между количеством согласованных и несогласованных пар, нормированную на общее число пар. τ варьируется от −1 (полная несогласованность) до 1 (полная согласованность) и используется для небольших выборок и данных с большим числом связей.
